population,cycle,cycle_week,snapshot_date,faculty,school,department,sub_department,course_code,course_name,fee_status,country_of_domicile,academic_level,month_of_entry,mode_of_attendance,applications,offers,replies,acceptances,status_new,status_in_review,status_conditional_offer,status_unconditional_offer,status_rejected,status_withdrawn,deferred,target,provisional_student_number,data_mode
UG,2023,20,2023-02-06,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United Arab Emirates,Year 0/1,September,FT,237,64,26,19,33,131,52,12,36,6,1,140,135,Synthetic demonstration
UG,2023,21,2023-02-13,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Nigeria,Year 2+,September,FT,247,71,31,22,34,130,58,13,40,6,1,140,135,Synthetic demonstration
UG,2023,22,2023-02-20,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Hong Kong,Year 0/1,September,FT,254,77,37,27,34,127,63,14,43,7,1,140,135,Synthetic demonstration
UG,2023,23,2023-02-27,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United States,Year 0/1,September,FT,260,84,44,32,33,122,69,15,47,7,2,140,135,Synthetic demonstration
UG,2023,24,2023-03-06,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Canada,Year 0/1,September,FT,265,90,50,36,33,117,74,16,50,8,2,140,135,Synthetic demonstration
UG,2023,25,2023-03-13,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Singapore,Year 0/1,September,FT,270,97,58,42,32,110,80,17,54,9,2,140,135,Synthetic demonstration
UG,2023,26,2023-03-20,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Singapore,Year 0/1,September,FT,270,101,65,47,31,103,83,18,57,9,3,140,135,Synthetic demonstration
UG,2023,27,2023-03-27,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Singapore,Year 0/1,September,FT,277,109,74,53,31,97,89,20,61,10,3,140,135,Synthetic demonstration
UG,2023,28,2023-04-03,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Malaysia,Year 0/1,September,FT,279,110,79,57,30,98,90,20,61,10,3,140,135,Synthetic demonstration
UG,2023,29,2023-04-10,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,China,Year 0/1,September,FT,280,110,84,60,29,98,90,20,62,10,3,140,135,Synthetic demonstration
UG,2023,30,2023-04-17,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United Arab Emirates,Year 2+,September,FT,282,111,89,64,28,99,91,20,62,10,4,140,135,Synthetic demonstration
UG,2023,31,2023-04-24,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Canada,Year 0/1,September,FT,282,111,93,67,27,99,91,20,62,10,4,140,135,Synthetic demonstration
UG,2023,32,2023-05-01,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Nigeria,Year 2+,September,FT,287,113,99,71,26,101,93,20,63,10,4,140,135,Synthetic demonstration
UG,2023,33,2023-05-08,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United States,Year 2+,September,FT,283,111,102,73,25,100,91,20,62,10,4,140,135,Synthetic demonstration
UG,2023,34,2023-05-15,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,India,Year 0/1,September,FT,283,111,102,73,24,100,91,20,62,10,4,140,135,Synthetic demonstration
UG,2023,35,2023-05-22,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Nigeria,Year 0/1,September,FT,283,111,102,73,23,100,91,20,62,10,4,140,135,Synthetic demonstration
UG,2023,36,2023-05-29,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,India,Year 0/1,September,FT,283,111,102,73,22,100,91,20,62,10,4,140,135,Synthetic demonstration
UG,2023,37,2023-06-05,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Singapore,Year 0/1,September,FT,283,111,102,73,20,100,91,20,62,10,4,140,135,Synthetic demonstration
UG,2023,38,2023-06-12,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Malaysia,Year 0/1,September,FT,284,112,103,74,19,100,92,20,62,10,4,140,135,Synthetic demonstration
UG,2023,39,2023-06-19,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,India,Year 0/1,September,FT,285,112,103,74,18,100,92,20,63,10,4,140,135,Synthetic demonstration
UG,2023,40,2023-06-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Saudi Arabia,Year 0/1,September,FT,286,113,104,75,17,100,93,20,63,10,4,140,135,Synthetic demonstration
UG,2023,1,2022-09-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,2,0,0,0,0,2,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,2,2022-10-03,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,1,0,0,0,0,1,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,3,2022-10-10,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,5,0,0,0,1,5,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,4,2022-10-17,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,6,0,0,0,1,6,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,5,2022-10-24,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,5,0,0,0,1,5,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,6,2022-10-31,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,5,0,0,0,1,5,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,7,2022-11-07,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,9,0,0,0,2,9,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,8,2022-11-14,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,10,0,0,0,2,10,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,9,2022-11-21,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,8,0,0,0,1,8,0,0,0,0,0,19,19,Synthetic demonstration
UG,2023,10,2022-11-28,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,13,1,0,0,2,11,1,0,1,0,0,19,19,Synthetic demonstration
UG,2023,11,2022-12-05,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,16,1,0,0,3,14,1,0,1,0,0,19,19,Synthetic demonstration
UG,2023,12,2022-12-12,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,16,2,0,0,3,13,2,0,1,0,0,19,19,Synthetic demonstration
UG,2023,13,2022-12-19,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,20,2,0,0,3,16,2,0,2,0,0,19,19,Synthetic demonstration
UG,2023,14,2022-12-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,19,2,0,0,3,15,2,0,2,0,0,19,19,Synthetic demonstration
UG,2023,15,2023-01-02,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,27,4,1,1,4,20,3,1,3,0,0,19,19,Synthetic demonstration
UG,2023,16,2023-01-09,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,29,5,1,1,5,20,4,1,3,1,0,19,19,Synthetic demonstration
UG,2023,17,2023-01-16,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,28,5,1,1,4,19,4,1,3,1,0,19,19,Synthetic demonstration
UG,2023,18,2023-01-23,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,31,6,2,1,5,20,5,1,4,1,0,19,19,Synthetic demonstration
UG,2023,19,2023-01-30,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,27,5,2,1,4,17,4,1,4,1,0,19,19,Synthetic demonstration
UG,2023,20,2023-02-06,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,31,7,3,2,4,18,6,1,5,1,0,19,19,Synthetic demonstration
UG,2023,21,2023-02-13,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,33,7,3,2,4,20,6,1,5,1,0,19,19,Synthetic demonstration
UG,2023,22,2023-02-20,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,33,8,4,3,4,18,7,1,6,1,0,19,19,Synthetic demonstration
UG,2023,23,2023-02-27,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,37,9,5,4,5,20,7,2,7,1,0,19,19,Synthetic demonstration
UG,2023,24,2023-03-06,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,41,11,6,4,5,21,9,2,8,1,0,19,19,Synthetic demonstration
UG,2023,25,2023-03-13,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,35,10,6,4,4,17,8,2,7,1,0,19,19,Synthetic demonstration
UG,2023,26,2023-03-20,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,36,11,7,5,4,16,9,2,8,1,0,19,19,Synthetic demonstration
UG,2023,27,2023-03-27,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,38,12,8,6,4,17,10,2,8,1,0,19,19,Synthetic demonstration
UG,2023,28,2023-04-03,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,41,13,9,6,4,18,11,2,9,1,0,19,19,Synthetic demonstration
